Basal.ID,Basal.Site.Comm.Id,Basal.Site,Basal.Community,Basal.Plot.ID,Basal.Species,Basal.Diameter,Basal.Height,Basal.Live.Dead,Basal.Damage
68,10,Palmetto.Peartree,Forest,4,PITA,9.2,6,L,NA
68,10,Palmetto.Peartree,Forest,4,MYCE,5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,MYCE,5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,MYCE,5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,MYCE,5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,MYCE,5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,LIST,6.8,5,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,7,6,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,5.5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,5.5,4,L,NA
68,10,Palmetto.Peartree,Forest,4,PITA,8.3,5,L,NA
69,10,Palmetto.Peartree,Forest,5,PITA,35,NA,D,T
69,10,Palmetto.Peartree,Forest,5,MYCE,5,4,D,NA
69,10,Palmetto.Peartree,Forest,5,PITA,44,NA,D,S
69,10,Palmetto.Peartree,Forest,5,PITA,34,NA,D,T
69,10,Palmetto.Peartree,Forest,5,PITA,39.2,20,L,NA
69,10,Palmetto.Peartree,Forest,5,LIST,5,5,L,NA
69,10,Palmetto.Peartree,Forest,5,LIST,5,5,L,NA
69,10,Palmetto.Peartree,Forest,5,PITA,31,NA,D,S
69,10,Palmetto.Peartree,Forest,5,PITA,38,NA,D,T
69,10,Palmetto.Peartree,Forest,5,PITA,33,NA,D,T
70,10,Palmetto.Peartree,Forest,7,PITA,41.3,NA,D,S
70,10,Palmetto.Peartree,Forest,7,PITA,33.3,NA,D,S
70,10,Palmetto.Peartree,Forest,7,PITA,40,NA,D,T
70,10,Palmetto.Peartree,Forest,7,PITA,7,4.5,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,6,4.5,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,43,NA,D,T
70,10,Palmetto.Peartree,Forest,7,PITA,7,4,L,NA
70,10,Palmetto.Peartree,Forest,7,MYHE,4.5,4,L,NA
70,10,Palmetto.Peartree,Forest,7,MYHE,6.5,4,L,NA
70,10,Palmetto.Peartree,Forest,7,MYHE,7.8,3,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,8.5,5,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,56.3,NA,D,S
70,10,Palmetto.Peartree,Forest,7,LIST,13.1,4,L,S
70,10,Palmetto.Peartree,Forest,7,PITA,6.2,4,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,6,4,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,37.4,NA,D,S
70,10,Palmetto.Peartree,Forest,7,MYHE,7,4,L,NA
70,10,Palmetto.Peartree,Forest,7,MYHE,6,4,L,NA
70,10,Palmetto.Peartree,Forest,7,MYHE,5,3.5,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,7,5,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,5.2,4,L,NA
70,10,Palmetto.Peartree,Forest,7,PITA,64,NA,D,T
71,11,Palmetto.Peartree,Transition,10,NA,NA,NA,NA,NA
72,11,Palmetto.Peartree,Transition,11,NA,NA,NA,NA,NA
73,11,Palmetto.Peartree,Transition,12,NA,NA,NA,NA,NA
74,11,Palmetto.Peartree,Transition,2,PITA,5.5,2.3,L,NA
75,11,Palmetto.Peartree,Transition,3,NA,NA,NA,NA,NA
76,11,Palmetto.Peartree,Transition,4,NA,NA,NA,NA,NA
77,11,Palmetto.Peartree,Transition,6,NA,NA,NA,NA,NA
78,12,Swanquarter,Forest,1,PITA,18.8,9,L,NA
78,12,Swanquarter,Forest,1,PITA,26.2,19,L,NA
78,12,Swanquarter,Forest,1,PITA,21.9,18,L,NA
78,12,Swanquarter,Forest,1,PITA,19.9,17,L,NA
78,12,Swanquarter,Forest,1,PITA,19.5,18,L,NA
78,12,Swanquarter,Forest,1,PITA,19.1,18,L,NA
78,12,Swanquarter,Forest,1,PITA,27.5,18,L,NA
78,12,Swanquarter,Forest,1,PITA,17.6,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,26,20,L,NA
78,12,Swanquarter,Forest,1,PITA,16.8,17,L,NA
78,12,Swanquarter,Forest,1,PITA,22.1,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,21.8,19,L,NA
78,12,Swanquarter,Forest,1,PITA,22.1,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,15.5,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,12.4,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,17.2,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,20.8,20,L,NA
78,12,Swanquarter,Forest,1,PITA,19.1,17,L,NA
78,12,Swanquarter,Forest,1,PITA,15.9,19,D,NA
78,12,Swanquarter,Forest,1,PITA,13,14,L,NA
78,12,Swanquarter,Forest,1,PITA,24,20,L,NA
78,12,Swanquarter,Forest,1,PITA,13.5,16,L,NA
78,12,Swanquarter,Forest,1,PITA,14.3,17,L,NA
78,12,Swanquarter,Forest,1,PITA,24.2,19,L,NA
78,12,Swanquarter,Forest,1,PITA,26.2,20,L,NA
78,12,Swanquarter,Forest,1,PITA,10,19,L,NA
78,12,Swanquarter,Forest,1,NYBI,6.4,7,L,NA
78,12,Swanquarter,Forest,1,PITA,13.2,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,16.5,18,L,NA
78,12,Swanquarter,Forest,1,PITA,23.8,18,L,NA
78,12,Swanquarter,Forest,1,NYBI,11.2,11,L,NA
78,12,Swanquarter,Forest,1,NYBI,7.6,10,L,NA
78,12,Swanquarter,Forest,1,NYBI,9.6,10,L,NA
78,12,Swanquarter,Forest,1,PITA,11.3,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,19.6,18,L,NA
78,12,Swanquarter,Forest,1,PITA,16.4,17,L,NA
78,12,Swanquarter,Forest,1,PITA,13.4,NA,D,NA
78,12,Swanquarter,Forest,1,NYBI,5.8,10,L,NA
78,12,Swanquarter,Forest,1,NYBI,10,13,L,NA
78,12,Swanquarter,Forest,1,PITA,22.7,NA,D,NA
78,12,Swanquarter,Forest,1,NYBI,8.9,10,L,NA
78,12,Swanquarter,Forest,1,PITA,27.9,20,L,NA
78,12,Swanquarter,Forest,1,PITA,17,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,22.5,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,8.8,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,11,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,12.9,NA,D,NA
78,12,Swanquarter,Forest,1,NYBI,6.6,8,L,NA
78,12,Swanquarter,Forest,1,NYBI,7.5,4,L,NA
78,12,Swanquarter,Forest,1,PITA,16,17,L,NA
78,12,Swanquarter,Forest,1,PITA,21,20,L,NA
78,12,Swanquarter,Forest,1,PITA,13.2,NA,D,NA
78,12,Swanquarter,Forest,1,PITA,19.8,19,L,NA
78,12,Swanquarter,Forest,1,PITA,14.8,19,L,NA
78,12,Swanquarter,Forest,1,PITA,21.8,21,L,NA
78,12,Swanquarter,Forest,1,PITA,19.5,17,L,NA
78,12,Swanquarter,Forest,1,PITA,19,19,L,NA
79,12,Swanquarter,Forest,2,PITA,33.3,18,L,ND
79,12,Swanquarter,Forest,2,NYBI,12.5,12,L,ND
79,12,Swanquarter,Forest,2,PISE,16.4,15,L,ND
79,12,Swanquarter,Forest,2,PISE,10,NA,D,NA
79,12,Swanquarter,Forest,2,PISE,18.5,NA,D,NA
79,12,Swanquarter,Forest,2,PISE,16.7,NA,D,NA
79,12,Swanquarter,Forest,2,NYBI,6.7,NA,D,NA
79,12,Swanquarter,Forest,2,NYBI,5,NA,D,NA
79,12,Swanquarter,Forest,2,PISE,20.1,NA,D,NA
79,12,Swanquarter,Forest,2,PISE,10.2,NA,D,NA
79,12,Swanquarter,Forest,2,PISE,14.1,13,L,ND
79,12,Swanquarter,Forest,2,PITA,18.1,18,L,ND
79,12,Swanquarter,Forest,2,PITA,17,18,L,ND
79,12,Swanquarter,Forest,2,PITA,22.3,20,L,ND
79,12,Swanquarter,Forest,2,PITA,22.4,19,L,ND
79,12,Swanquarter,Forest,2,PITA,22.1,18,L,ND
79,12,Swanquarter,Forest,2,PITA,14.1,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,19.5,17,L,ND
79,12,Swanquarter,Forest,2,PISE,15.3,15,L,ND
79,12,Swanquarter,Forest,2,PITA,22.3,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,16.1,19,L,ND
79,12,Swanquarter,Forest,2,PITA,24.4,20,L,ND
79,12,Swanquarter,Forest,2,PITA,14.9,18,L,ND
79,12,Swanquarter,Forest,2,PITA,18,17,L,ND
79,12,Swanquarter,Forest,2,PITA,26.7,21,L,ND
79,12,Swanquarter,Forest,2,PITA,12.3,15,L,ND
79,12,Swanquarter,Forest,2,PITA,15.6,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,20.9,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,6.2,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,20.7,20,L,ND
79,12,Swanquarter,Forest,2,PITA,11.8,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,9.5,8,L,ND
79,12,Swanquarter,Forest,2,PITA,16.5,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,8,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,9.5,20,L,ND
79,12,Swanquarter,Forest,2,PITA,8,7,L,ND
79,12,Swanquarter,Forest,2,PITA,16.1,18,L,ND
79,12,Swanquarter,Forest,2,PITA,15.8,17,L,ND
79,12,Swanquarter,Forest,2,PITA,26.4,16,L,ND
79,12,Swanquarter,Forest,2,PITA,8.5,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,17.7,18,L,ND
79,12,Swanquarter,Forest,2,PITA,17,17,L,ND
79,12,Swanquarter,Forest,2,PITA,26,19,L,ND
79,12,Swanquarter,Forest,2,PITA,11.3,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,22.3,19,L,ND
79,12,Swanquarter,Forest,2,PITA,12.3,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,7.6,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,17.4,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,17.2,17,L,ND
79,12,Swanquarter,Forest,2,PITA,15.5,NA,D,NA
79,12,Swanquarter,Forest,2,NYBI,7.9,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,27.9,NA,D,NA
79,12,Swanquarter,Forest,2,NYBI,14.3,10,L,ND
79,12,Swanquarter,Forest,2,PITA,13.5,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,19.6,NA,D,NA
79,12,Swanquarter,Forest,2,PITA,26.3,19,L,BL
79,12,Swanquarter,Forest,2,PITA,28.6,18,L,ND
79,12,Swanquarter,Forest,2,PITA,25.5,NA,D,NA
80,12,Swanquarter,Forest,3,PITA,18.1,NA,D,ND
80,12,Swanquarter,Forest,3,PITA,20.5,15,L,ND
80,12,Swanquarter,Forest,3,PITA,26.1,16,L,ND
80,12,Swanquarter,Forest,3,PITA,15.1,15,L,ND
80,12,Swanquarter,Forest,3,PITA,6.9,NA,D,ND
80,12,Swanquarter,Forest,3,PITA,19.1,15,L,BL
80,12,Swanquarter,Forest,3,PITA,13.8,11,L,ND
80,12,Swanquarter,Forest,3,PEPA,8.5,NA,D,ND
80,12,Swanquarter,Forest,3,PITA,18,15,L,ND
80,12,Swanquarter,Forest,3,PEPA,4.5,4,L,ND
80,12,Swanquarter,Forest,3,PISE,9.5,10,L,ND
80,12,Swanquarter,Forest,3,PISE,11.7,7,L,ND
80,12,Swanquarter,Forest,3,PITA,15.9,15,L,ND
80,12,Swanquarter,Forest,3,PITA,12.7,16,L,ND
80,12,Swanquarter,Forest,3,PEPA,10.4,9,L,ND
80,12,Swanquarter,Forest,3,PITA,12.8,15,L,ND
80,12,Swanquarter,Forest,3,PISE,23.9,15,L,ND
80,12,Swanquarter,Forest,3,PITA,15,14,L,ND
80,12,Swanquarter,Forest,3,MYCE,4.1,3.5,L,ND
80,12,Swanquarter,Forest,3,PITA,26.9,NA,D,ND
80,12,Swanquarter,Forest,3,PITA,8.2,7,L,ND
80,12,Swanquarter,Forest,3,PITA,28.7,NA,D,ND
80,12,Swanquarter,Forest,3,PITA,10.4,7,L,ND
80,12,Swanquarter,Forest,3,PITA,4,6,L,ND
80,12,Swanquarter,Forest,3,PITA,12.6,13,L,ND
80,12,Swanquarter,Forest,3,PITA,14.2,12,L,ND
80,12,Swanquarter,Forest,3,PITA,13.1,2.5,L,ND
80,12,Swanquarter,Forest,3,PITA,16,15,L,BL
80,12,Swanquarter,Forest,3,PITA,24.9,NA,D,ND
80,12,Swanquarter,Forest,3,PITA,9.3,14,L,ND
80,12,Swanquarter,Forest,3,QULA,12.7,5,L,ND
80,12,Swanquarter,Forest,3,PITA,16.5,15,L,ND
80,12,Swanquarter,Forest,3,PITA,32.3,15,L,ND
80,12,Swanquarter,Forest,3,PITA,6.5,6,L,ND
80,12,Swanquarter,Forest,3,PITA,12.2,14,L,ND
80,12,Swanquarter,Forest,3,PITA,16.8,16,L,ND
80,12,Swanquarter,Forest,3,PISE,9.6,8,L,ND
80,12,Swanquarter,Forest,3,PITA,18,15,L,ND
80,12,Swanquarter,Forest,3,PITA,16.2,14,L,BL
81,12,Swanquarter,Forest,4,NYBI,4.1,3,L,ND
81,12,Swanquarter,Forest,4,UNK,19,NA,D,NA
81,12,Swanquarter,Forest,4,PISE,25.4,NA,D,NA
81,12,Swanquarter,Forest,4,NYBI,8,8,L,ND
81,12,Swanquarter,Forest,4,NYBI,9,NA,D,NA
81,12,Swanquarter,Forest,4,PITA,17.9,NA,D,NA
81,12,Swanquarter,Forest,4,PITA,16.5,15,L,ND
81,12,Swanquarter,Forest,4,PITA,18.5,19,L,ND
81,12,Swanquarter,Forest,4,PITA,20.5,NA,D,NA
81,12,Swanquarter,Forest,4,PITA,30.1,21,L,ND
81,12,Swanquarter,Forest,4,PITA,25.6,19,L,ND
81,12,Swanquarter,Forest,4,PITA,22.6,20,L,BL
81,12,Swanquarter,Forest,4,PITA,29.5,20,L,ND
81,12,Swanquarter,Forest,4,NYBI,11.1,NA,D,NA
81,12,Swanquarter,Forest,4,NYBI,11.1,NA,D,NA
81,12,Swanquarter,Forest,4,PITA,28.6,20,L,ND
81,12,Swanquarter,Forest,4,PITA,23.7,20,L,ND
81,12,Swanquarter,Forest,4,PITA,23.4,19,L,ND
81,12,Swanquarter,Forest,4,PITA,29.7,20,L,ND
81,12,Swanquarter,Forest,4,PITA,21.9,NA,D,NA
81,12,Swanquarter,Forest,4,PITA,26.4,19,L,ND
81,12,Swanquarter,Forest,4,NYBI,7,8,L,ND
81,12,Swanquarter,Forest,4,PITA,35.5,20,L,ND
81,12,Swanquarter,Forest,4,PITA,22.4,20,L,ND
81,12,Swanquarter,Forest,4,PITA,17.1,16,L,ND
81,12,Swanquarter,Forest,4,PITA,15.4,15,L,ND
81,12,Swanquarter,Forest,4,PITA,15.1,14,L,ND
81,12,Swanquarter,Forest,4,PITA,23.5,20,L,ND
81,12,Swanquarter,Forest,4,MYCE,4,4,L,ND
81,12,Swanquarter,Forest,4,PITA,7,22,L,ND
81,12,Swanquarter,Forest,4,QULA,12,5,L,ND
82,12,Swanquarter,Forest,5,PEPA,5.2,3,D,NA
82,12,Swanquarter,Forest,5,PITA,22.2,15,L,BL
82,12,Swanquarter,Forest,5,PISE,15,11,L,ND
82,12,Swanquarter,Forest,5,PITA,12.1,5,D,NA
82,12,Swanquarter,Forest,5,PITA,34.4,NA,D,NA
82,12,Swanquarter,Forest,5,PITA,9.9,NA,D,NA
82,12,Swanquarter,Forest,5,PISE,26,NA,D,NA
82,12,Swanquarter,Forest,5,PITA,25.9,NA,D,NA
82,12,Swanquarter,Forest,5,PISE,16.1,13,L,ND
82,12,Swanquarter,Forest,5,PITA,11,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,15.6,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,20,17,L,ND
83,12,Swanquarter,Forest,6,PITA,21.5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,11.3,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,12.5,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,10.5,8,L,ND
83,12,Swanquarter,Forest,6,PITA,9.2,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,25.9,17,L,ND
83,12,Swanquarter,Forest,6,PITA,20.3,17,L,ND
83,12,Swanquarter,Forest,6,NYBI,13.3,13,L,ND
83,12,Swanquarter,Forest,6,PITA,26,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,19.8,16,L,ND
83,12,Swanquarter,Forest,6,NYBI,9.2,NA,D,NA
83,12,Swanquarter,Forest,6,PISE,19.4,16,L,ND
83,12,Swanquarter,Forest,6,PITA,18.5,16,L,ND
83,12,Swanquarter,Forest,6,PITA,15.3,15,L,ND
83,12,Swanquarter,Forest,6,PITA,15.5,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,6.5,8,L,ND
83,12,Swanquarter,Forest,6,PITA,14.5,NA,D,NA
83,12,Swanquarter,Forest,6,PISE,13,NA,D,NA
83,12,Swanquarter,Forest,6,UNK,10,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,8,8,L,ND
83,12,Swanquarter,Forest,6,NYBI,5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,26.7,17,L,ND
83,12,Swanquarter,Forest,6,PITA,20.1,17,L,ND
83,12,Swanquarter,Forest,6,PITA,14.9,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,6,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,5.3,8,L,ND
83,12,Swanquarter,Forest,6,NYBI,4.7,7,L,ND
83,12,Swanquarter,Forest,6,NYBI,6.6,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,9.1,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,14,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,20,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,17,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,15.5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,10.5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,11.5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,17.6,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,22.2,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,8.7,10,L,ND
83,12,Swanquarter,Forest,6,PITA,6.8,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,9.3,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,31.2,20,L,ND
83,12,Swanquarter,Forest,6,PITA,10.3,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,15.7,12,L,ND
83,12,Swanquarter,Forest,6,NYBI,14.7,13,L,ND
83,12,Swanquarter,Forest,6,PITA,26.5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,20.6,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,20.6,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,15.5,17,L,ND
83,12,Swanquarter,Forest,6,PITA,20.5,18,L,ND
83,12,Swanquarter,Forest,6,NYBI,6,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,11.4,12,L,ND
83,12,Swanquarter,Forest,6,PITA,17.8,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,21.5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,22.3,20,L,ND
83,12,Swanquarter,Forest,6,PITA,17.5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,15.8,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,5.2,NA,D,NA
83,12,Swanquarter,Forest,6,NYBI,9.5,15,L,ND
83,12,Swanquarter,Forest,6,PITA,12.9,12,L,ND
83,12,Swanquarter,Forest,6,PITA,25,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,17,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,18.5,NA,D,NA
83,12,Swanquarter,Forest,6,PITA,12.7,15,L,ND
83,12,Swanquarter,Forest,6,PITA,21.9,NA,D,NA
83,12,Swanquarter,Forest,6,PISE,12.8,12,L,ND
83,12,Swanquarter,Forest,6,PITA,15.5,NA,D,NA
84,12,Swanquarter,Forest,7,PITA,22,12,D,ND
84,12,Swanquarter,Forest,7,PISE,27.8,14,D,ND
84,12,Swanquarter,Forest,7,PITA,23.1,NA,D,NA
84,12,Swanquarter,Forest,7,PITA,26.7,NA,D,NA
84,12,Swanquarter,Forest,7,PITA,18.6,15,L,ND
84,12,Swanquarter,Forest,7,PITA,29.7,17,L,ND
84,12,Swanquarter,Forest,7,PEPA,7.3,7,D,NA
84,12,Swanquarter,Forest,7,PITA,25.4,16,L,ND
84,12,Swanquarter,Forest,7,PITA,9.7,2,D,NA
84,12,Swanquarter,Forest,7,PITA,18.5,15,L,ND
84,12,Swanquarter,Forest,7,PITA,22.8,15,L,ND
84,12,Swanquarter,Forest,7,PITA,23.9,17,L,ND
84,12,Swanquarter,Forest,7,PITA,26.8,16,L,ND
84,12,Swanquarter,Forest,7,PISE,11.5,10,L,ND
84,12,Swanquarter,Forest,7,PITA,27.5,18,L,ND
84,12,Swanquarter,Forest,7,PISE,8.1,10,L,ND
84,12,Swanquarter,Forest,7,PEPA,12.6,NA,D,NA
84,12,Swanquarter,Forest,7,PITA,19.2,17,L,ND
84,12,Swanquarter,Forest,7,PITA,23.2,NA,D,NA
84,12,Swanquarter,Forest,7,PEPA,7.8,NA,D,NA
84,12,Swanquarter,Forest,7,PITA,26.7,NA,D,NA
84,12,Swanquarter,Forest,7,PISE,10.2,10,L,ND
84,12,Swanquarter,Forest,7,PITA,24.1,NA,D,NA
85,13,Swanquarter,Marsh,1,UNK,9,NA,D,NA
86,13,Swanquarter,Marsh,2,NA,NA,NA,NA,NA
87,13,Swanquarter,Marsh,3,UNK,8,NA,D,NA
88,13,Swanquarter,Marsh,4,PITA,12,NA,D,NA
88,13,Swanquarter,Marsh,4,PITA,12,NA,D,NA
89,13,Swanquarter,Marsh,5,PITA,20.9,NA,D,NA
89,13,Swanquarter,Marsh,5,UNK,5,NA,D,NA
89,13,Swanquarter,Marsh,5,PITA,7.5,NA,D,NA
90,13,Swanquarter,Marsh,6,NA,NA,NA,NA,NA
91,13,Swanquarter,Marsh,7,UNK,6.8,NA,D,NA
91,13,Swanquarter,Marsh,7,PITA,18.4,NA,D,NA
91,13,Swanquarter,Marsh,7,PITA,13.9,NA,D,NA
91,13,Swanquarter,Marsh,7,PITA,19.1,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,12,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,15,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,10.5,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,10.5,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,19,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,9.5,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,9,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,13,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,13,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,12,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,12,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,16.3,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,20.5,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,13,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,20.4,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,17.3,NA,D,NA
92,14,Swanquarter,Transition,1,NYBI,11.5,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,19.5,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,20.5,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,19,NA,D,NA
92,14,Swanquarter,Transition,1,PISE,12,12,L,ND
92,14,Swanquarter,Transition,1,PISE,20.2,17,L,ND
92,14,Swanquarter,Transition,1,PEPA,7.2,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,11,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,14.8,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,12.5,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,12.6,NA,D,NA
92,14,Swanquarter,Transition,1,PITA,10,NA,D,NA
92,14,Swanquarter,Transition,1,TADI,60,NA,D,NA
93,14,Swanquarter,Transition,2,MYCE,4,1,L,NA
93,14,Swanquarter,Transition,2,NYBI,7.5,NA,D,NA
93,14,Swanquarter,Transition,2,NYBI,6,NA,D,NA
93,14,Swanquarter,Transition,2,NYBI,7,NA,D,NA
93,14,Swanquarter,Transition,2,NYBI,5,NA,D,NA
93,14,Swanquarter,Transition,2,MYCE,5,4,L,ND
93,14,Swanquarter,Transition,2,NYBI,7.5,NA,D,NA
93,14,Swanquarter,Transition,2,NYBI,6.3,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,18.2,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,18.4,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,19,NA,D,NA
93,14,Swanquarter,Transition,2,NYBI,11,NA,D,NA
93,14,Swanquarter,Transition,2,NYBI,10.7,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,15.3,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,15.4,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,17.8,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,13.7,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,19.8,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,23.8,NA,D,NA
93,14,Swanquarter,Transition,2,MYCE,4.5,4,L,ND
93,14,Swanquarter,Transition,2,MYCE,4.5,5,L,ND
93,14,Swanquarter,Transition,2,MYCE,5,4,L,ND
93,14,Swanquarter,Transition,2,PITA,16.5,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,6.2,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,22.5,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,13.4,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,10.8,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,6.5,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,16.5,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,10.3,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,10.7,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,16,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,15.4,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,15,NA,D,NA
93,14,Swanquarter,Transition,2,NYBI,8.4,NA,D,NA
93,14,Swanquarter,Transition,2,UNK,9.5,NA,D,NA
93,14,Swanquarter,Transition,2,PITA,20.2,NA,D,NA
93,14,Swanquarter,Transition,2,UNK,10,NA,D,NA
93,14,Swanquarter,Transition,2,NYBI,9.8,NA,D,NA
94,14,Swanquarter,Transition,3,PITA,44.5,NA,D,NA
94,14,Swanquarter,Transition,3,PITA,15.5,NA,D,NA
94,14,Swanquarter,Transition,3,PITA,16.5,NA,D,NA
94,14,Swanquarter,Transition,3,NYBI,10.8,NA,D,NA
94,14,Swanquarter,Transition,3,PITA,20.8,NA,D,NA
94,14,Swanquarter,Transition,3,NYBI,11.5,NA,D,NA
94,14,Swanquarter,Transition,3,NYBI,10,NA,D,NA
94,14,Swanquarter,Transition,3,PITA,15.4,NA,D,NA
