Basal.Site,Basal.Community,Basal.Plot.ID,Basal.Species,Basal.Diameter,Basal.Height,Basal.Live.Dead,Notes
SW,Forest,6,PITA,2.1,4,A,
SW,Forest,6,MYCE,1.4,3,D,
SW,Forest,6,MYCE,1,3,D,
SW,Forest,6,MYCE,2,4,D,
SW,Forest,6,MYCE,2.3,5,D,
SW,Forest,6,MYCE,2.1,4,A,
SW,Forest,6,PITA,2,4,D,
SW,Forest,6,PINE,9.5,2,D,
SW,Forest,6,MYCE,1,3,D,
SW,Forest,6,MYCE,1,3,A,
SW,Forest,6,MYCE,1,3,A,
SW,Forest,6,PITA,9.6,16,A,
SW,Forest,6,MYCE,1.5,3,A,
SW,Forest,6,MYCE,1.5,3,A,
SW,Forest,6,MYCE,1.5,3,A,
SW,Forest,6,MYCE,2,5,A,
SW,Forest,6,PITA ,9.4,17,A,
SW,Forest,6,PINE,4.5,2,D,
SW,Forest,6,MYCE,1.5,4,A,
SW,Forest,6,MYCE,1.5,4,A,
SW,Forest,6,MYCE,1.8,4,A,
SW,Forest,6,PITA,1.2,3,D,
SW,Forest,6,PITA,2.6,5,A,
SW,Forest,6,PITA,3,5,A,
SW,Forest,6,PITA,2.9,4,A,
SW,Forest,6,PITA,3,4,A,
SW,Forest,6,PITA,3.2,5,D,
SW,Forest,6,MYCE,1.6,3,A,
SW,Forest,6,MYCE,1.4,3,D,
SW,Forest,6,UNKN,5.5,2,D,
SW,Forest,6,PITA,1,4,A,
SW,Forest,6,PITA,1,4,A,
SW,Forest,6,PITA,8.7,2,D,
SW,Forest,6,PITA,1.4,4,A,
SW,Forest,6,MYCE,1.5,3,A,
SW,Forest,6,MYCE,2,4,D,
SW,Forest,6,PITA,5.3,11,A,
SW,Forest,6,PITA,6,12,A,
SW,Forest,6,MYCE,2,4,D,
SW,Forest,6,PITA,6.9,9,A,
SW,Forest,6,MYCE,2,3,A,
SW,Forest,6,MYCE,1,3,A,
LS,Forest,7,UNKN,3.5,2.5,D,
LS,Forest,7,UNKN,3.5,2,D,
LS,Forest,7,PINE,2.4,2,D,
LS,Forest,7,PINE,2.2,3.5,D,
LS,Forest,7,PINE,8.5,7,D,
LS,Forest,7,PINE,5,2,D,
LS,Forest,7,UNKN,3.9,2.5,D,
LS,Forest,7,UNKN,2.3,2,D,
LS,Forest,7,UNKN,2.6,2.5,D,
LS,Forest,7,PINE,3,4,D,
LS,Forest,7,PINE,3.9,2,D,
LS,Forest,2,PINE,1,2.5,D,
LS,Forest,2,PINE,5.1,4,D,
LS,Forest,2,PINE,3.5,2,D,
LS,Forest,2,PINE,4.5,3,D,
LS,Forest,2,PINE,3.2,2,D,
LS,Forest,2,PINE,4,4,D,
LS,Forest,2,PINE,3,2,D,
LS,Forest,2,PINE,2.8,2,D,
LS,Forest,2,PINE,2.8,3,D,
LS,Forest,2,PINE,4,4,D,
LS,Forest,2,PINE,3.9,3,D,
LS,Forest,2,PINE,2.8,3,D,
LS,Forest,2,PINE,4,5,D,
LS,Forest,2,PINE,4.2,2,D,
LS,Forest,2,PINE,3.8,2,D,
LS,Forest,2,PINE,3,2,D,
LS,Forest,2,PINE,4,2,D,
LS,Forest,3,PINE,2.5,3,D,
LS,Forest,3,UNKN,2.6,2,D,
LS,Forest,3,UNKN,6.5,4,D,
LS,Forest,3,UNKN,5.5,3,D,
LS,Forest,3,PINE,7,4,D,
LS,Forest,3,PINE,2,3,D,
LS,Forest,3,PINE,2.9,3,D,
LS,Forest,3,PINE,2.5,3,D,
LS,Forest,3,PINE,2.3,2,D,
LS,Forest,3,PINE,3,2,D,
LS,Forest,4,PINE,1.5,3.5,D,
LS,Forest,4,PINE,1.3,2,D,
LS,Forest,4,UNKN,2.2,1.8,D,
LS,Forest,4,PINE,3.5,3,D,
LS,Forest,4,PINE,1,2,D,
LS,Forest,4,PINE,1.2,2,D,
LS,Forest,4,PINE,3.3,4,D,
LS,Forest,4,PINE,3.8,3,D,
LS,Forest,4,PINE,2.5,2,D,
LS,Forest,4,PINE,2,4,A,
LS,Forest,4,PINE,3.3,3,D,
LS,Forest,4,PINE,1,2,D,
LS,Forest,4,PINE,1,2,D,
LS,Forest,4,PINE,1.6,3,D,
LS,Forest,1,PINE,5.6,2,D,
LS,Forest,1,PINE,3.8,4,D,
LS,Forest,1,PINE,3,2.5,D,
LS,Forest,1,PINE,1.2,2,D,
LS,Forest,1,PINE,1.2,3,D,
LS,Forest,1,PINE,2.2,1.6,D,
LS,Forest,1,PINE,3,2.5,D,
LS,Forest,1,PINE,3.1,5,D,
LS,Forest,1,PINE,1,4,D,
LS,Forest,1,PINE,2.6,5,D,
LS,Forest,1,PINE,1.5,3,D,
SW,Transition,6,PINE,12.8,2,D,
SW,Transition,6,PINE,2,2,D,
SW,Transition,3,PINE,7.3,2.5,D,
SW,Transition,3,PINE,9.2,7,D,
SW,Transition,3,TADI,2.5,6,D,
SW,Transition,1,PINE,3.3,2,D,
SW,Transition,1,UNKN,3.5,2,D,
SW,Marsh,1,PINE,4.6,2,D,
SW,Marsh,1,UNKN,1.5,1.8,D,
SW,Marsh,6,NONE,,,,
SW,Marsh,3,UNKN,1.5,2,D,
SW,Marsh,2,NONE,,,,
SW,Marsh,7,NONE,,,,
LS,Forest,6,PINE,3.1,2.5,D,
LS,Forest,6,MYCE,1.1,3,D,
GR,Marsh,1,NONE,,,,
LS,Marsh,4,NONE,,,,
LS,Marsh,7,NONE,,,,
LS,Marsh,3,NONE,,,,
LS,Marsh,6,NONE,,,,
LS,Transition,4,NONE,,,,
LS,Transition,7,NONE,,,,
MA,Transition,4,NONE,,,,
